Department,Department Name,Division,Gender,Base Salary,2020 Overtime Pay,2020 Longevity Pay,Grade
POL,Department of Police,MSB Training and Education Division,M,52500,0,0,P1
POL,Department of Police,MSB Training and Education Division,M,52500,94.66,0,P1
POL,Department of Police,MSB Training and Education Division,M,52500,0,0,P1
POL,Department of Police,MSB Training and Education Division,F,52500,0,0,P1
POL,Department of Police,MSB Training and Education Division,M,52500,0,0,P1
POL,Department of Police,MSB Training and Education Division,F,52500,56.8,0,P1
POL,Department of Police,MSB Training and Education Division,M,52500,75.73,0,P1
POL,Department of Police,MSB Training and Education Division,M,52500,0,0,P1
POL,Department of Police,MSB Training and Education Division,M,58209,0,0,P1
POL,Department of Police,MSB Training and Education Division,M,60247,65.18,0,P1
POL,Department of Police,MSB Training and Education Division,M,52500,0,0,P1
POL,Department of Police,MSB Training and Education Division,M,52500,0,0,P1
POL,Department of Police,MSB Training and Education Division,F,52500,0,0,P1
POL,Department of Police,MSB Training and Education Division,F,17158,0,0,10
POL,Department of Police,MSB Training and Education Division,M,17158,0,0,10
POL,Department of Police,MSB Personnel Division,M,17158,0,0,10
POL,Department of Police,MSB Training and Education Division,M,17158,74.25,0,10
POL,Department of Police,MSB Training and Education Division,F,17158,0,0,10
POL,Department of Police,MSB Training and Education Division,M,17158,0,0,10
POL,Department of Police,MSB Communications Division,F,41971,403.6,0,15
POL,Department of Police,MSB Communications Division,M,41971,403.6,0,15
POL,Department of Police,MSB Communications Division,F,41971,403.6,0,15
POL,Department of Police,MSB Communications Division,M,41971,403.6,0,15
POL,Department of Police,MSB Communications Division,M,41971,403.6,0,15
POL,Department of Police,MSB Communications Division,F,41971,403.6,0,15
POL,Department of Police,MSB Communications Division,F,41971,781.97,0,15
POL,Department of Police,MSB Communications Division,M,41971,378.38,0,15
POL,Department of Police,MSB Information Mgmt and Tech Division Records Management Section,M,99000,7234.6,0,23
POL,Department of Police,MSB Training and Education Division,F,56241,0,0,P1
POL,Department of Police,MSB Training and Education Division,M,54339,0,0,P1
POL,Department of Police,MSB Training and Education Division,M,52500,0,0,P1
POL,Department of Police,MSB Policy and Planning Division,F,87963,0,0,25
PRO,Office of Procurement,Procurement Services Section,M,71852,0,2239.92,16
PRO,Office of Procurement,Procurement Division,F,106351.86,0,0,26
PRO,Office of Procurement,Procurement Operations Section,F,120703,0,0,27
PRO,Office of Procurement,"MFD (Minority, Female, and Disabled Persons Program)",M,90848,0,5745.6,21
PRO,Office of Procurement,Procurement Services Section,F,62488,0,1948.32,13
PRO,Office of Procurement,Procurement Division,F,163377.46,0,0,M2
PRO,Office of Procurement,Procurement Operations Section,M,109761,0,3421.44,25
PRO,Office of Procurement,"Living Wage, Prevailing Wage and Equal Benefits",M,109761,0,0,25
PRO,Office of Procurement,Procurement Operations Section,M,78902,0,2460.24,18
PRO,Office of Procurement,Procurement Operations Section,M,99852,0,0,23
PRO,Office of Procurement,Procurement Operations Section,M,120703,2459.07,0,27
PRO,Office of Procurement,Procurement Operations Section,F,109761,0,6941.92,25
PRO,Office of Procurement,Procurement Operations Section,M,120703,0,0,27
PRO,Office of Procurement,Procurement Operations Section,F,120703,0,5972.08,27
PRO,Office of Procurement,Business Relations and Compliance Division,F,141211.35,0,0,M2
PRO,Office of Procurement,LSBRP (Local Small Business Reserve Program),M,99852,0,0,23
PRO,Office of Procurement,Procurement Operations Section,F,75110.59,2491.67,0,18
PRO,Office of Procurement,Procurement Operations Section,F,67324.55,0,0,18
PRO,Office of Procurement,Procurement Operations Section,F,74454.97,0,0,18
PRO,Office of Procurement,Procurement Operations Section,M,115004.47,0,0,M3
PRO,Office of Procurement,Procurement Services Section,F,109761,0,0,25
PRO,Office of Procurement,Business Relations and Compliance Division,F,88223.91,0,0,23
PRO,Office of Procurement,Procurement Division,F,52420.62,0,0,18
PRO,Office of Procurement,Procurement Operations Section,F,70502.59,0,0,18
PRO,Office of Procurement,Business Relations and Compliance Division,F,85468.41,0,0,23
PRO,Office of Procurement,Procurement Operations Section,F,59486.49,0,0,18
PRO,Office of Procurement,Procurement Director,M,190000,0,0,0
PRO,Office of Procurement,Procurement Operations Section,M,54078.63,0,0,16
PRO,Office of Procurement,Procurement Operations Section,M,64093.26,0,0,16
REC,Department of Recreation,Business Services,F,124064.73,0,0,M3
REC,Department of Recreation,Facilities Division,M,90848,11438.23,2831.76,21
REC,Department of Recreation,Facilities Division,M,109761,0,0,25
REC,Department of Recreation,Countywide Programs,F,71852,0,0,16
REC,Department of Recreation,Facilities Division,F,90848,8401.53,2831.76,21
REC,Department of Recreation,Southern Region,F,110308.77,0,0,M3
REC,Department of Recreation,Facilities Division,F,90848,1946.12,5745.6,21
REC,Department of Recreation,Programs Division,F,159828.96,0,0,M2
REC,Department of Recreation,Business Services,F,71025.52,0,0,16
REC,Department of Recreation,Office of the Director,F,78902,0,892.59,18
REC,Department of Recreation,Facilities Division,M,90848,0,5745.6,21
REC,Department of Recreation,Countywide Programs,M,84318.42,0,0,21
REC,Department of Recreation,Countywide Programs,M,90848,0,2831.76,21
REC,Department of Recreation,Aquatic Team Management,F,71852,0,4544.64,16
REC,Department of Recreation,Countywide Programs,M,90848,0,2831.76,21
REC,Department of Recreation,Programs Division,F,152444.35,0,0,M2
REC,Department of Recreation,Countywide Programs,F,71852,0,3955.52,16
REC,Department of Recreation,Senior Programs,M,118845.74,0,0,M3
REC,Department of Recreation,Facilities Division,M,83592.34,9690.62,0,21
REC,Department of Recreation,Countywide Programs,F,78027.45,0,0,21
REC,Department of Recreation,Countywide Programs,F,99852,0,2075.76,23
REC,Department of Recreation,Facilities Division,F,78284.52,0,0,21
REC,Department of Recreation,Facilities Division,F,99852,0,807.24,23
REC,Department of Recreation,Business Services,F,91962.36,445.02,0,23
REC,Department of Recreation,Countywide Programs,F,99852,0,2075.76,23
REC,Department of Recreation,Countywide Programs,M,90848,0,5745.6,21
REC,Department of Recreation,Office of the Director,F,170000,0,0,0
REC,Department of Recreation,Business Services,F,87322.29,0,0,25
REC,Department of Recreation,Facilities Division,F,71852,0,1168.22,16
REC,Department of Recreation,Facilities Division,M,82036.4,12749.33,0,21
REC,Department of Recreation,Facilities Division,M,88537.17,14749.15,0,21
REC,Department of Recreation,Senior Programs,F,85699.71,0,0,21
REC,Department of Recreation,Countywide Programs,F,109761,0,0,25
REC,Department of Recreation,Business Services,F,65464,0,0,14
REC,Department of Recreation,Countywide Programs,F,90848,0,0,21
REC,Department of Recreation,Senior Programs,M,90848,0,2831.76,21
REC,Department of Recreation,Facilities Division,M,85076.62,214.75,0,21
REC,Department of Recreation,Aquatic Team Management,M,99852,0,0,23
REC,Department of Recreation,Aquatic Team Management,M,104680,8681.44,0,24
REC,Department of Recreation,Business Services,F,64434.11,11.62,0,14
REC,Department of Recreation,Aquatic Team Management,M,90848,0,2831.76,21
REC,Department of Recreation,Aquatic Team Management,F,111186.66,0,0,M3
REC,Department of Recreation,Aquatic Team Management,M,73257.72,0,0,21
REC,Department of Recreation,Countywide Programs,F,90848,0,0,21
REC,Department of Recreation,Countywide Programs,F,99852,3378.69,2075.76,23
REC,Department of Recreation,Facilities Division,F,97562.25,0,0,23
REC,Department of Recreation,Youth Development Youth Services,M,91331.61,0,0,23
REC,Department of Recreation,Youth Development Youth Services,M,90848,0,5745.6,21
REC,Department of Recreation,Countywide Programs,M,90848,0,2831.76,21
REC,Department of Recreation,Countywide Programs,M,90848,0,5745.6,21
REC,Department of Recreation,Facilities Division,F,90848,0,1782.96,21
REC,Department of Recreation,Facilities Division,M,97443.48,0,0,23
REC,Department of Recreation,Aquatic Team Management,F,83157.89,1769.12,0,21
REC,Department of Recreation,Countywide Programs,F,90848,0,5745.6,21
REC,Department of Recreation,Aquatic Team Management,M,99852,0,0,23
REC,Department of Recreation,Aquatic Team Management,M,99852,0,0,23
REC,Department of Recreation,Countywide Programs,M,90848,0,0,21
REC,Department of Recreation,Facilities Division,F,83592.35,0,0,21
REC,Department of Recreation,Aquatic Team Management,F,81025.96,0,0,21
REC,Department of Recreation,Senior Programs,F,84294.8,0,0,21
REC,Department of Recreation,Business Services,F,71852,53.38,2239.92,16
REC,Department of Recreation,Youth Development Youth Services,F,99852,0,2075.76,23
REC,Department of Recreation,Countywide Programs,F,90848,0,5745.6,21
REC,Department of Recreation,Business Services,F,99852,0,0,23
REC,Department of Recreation,Facilities Division,M,53972.66,6967.36,0,18
REC,Department of Recreation,Youth Development Youth Services,F,77296.87,0,0,21
REC,Department of Recreation,Facilities Division,M,49681,0,0,8
REC,Department of Recreation,Senior Programs,F,58354.22,0,0,21
REC,Department of Recreation,Facilities Division,F,54636.72,0,0,18
REC,Department of Recreation,Aquatic Team Management,F,97339.02,0,0,23
REC,Department of Recreation,Youth Development Youth Services,M,70095.1,0,0,21
REC,Department of Recreation,Aquatic Team Management,M,69357.52,0,0,21
REC,Department of Recreation,Northern Region Area I,F,62832.23,0,0,21
REC,Department of Recreation,Aquatic Team Management,M,49522.57,0,0,18
REC,Department of Recreation,Youth Development Youth Services,F,71567.75,0,0,21
REC,Department of Recreation,Countywide Programs,M,42732.28,0,0,18
REC,Department of Recreation,Facilities Division,F,66000,0,0,21
REC,Department of Recreation,Aquatic Team Management,M,49522.68,0,0,18
REC,Department of Recreation,Facilities Division,F,38245.7,0,0,18
REC,Department of Recreation,Business Services,F,63769.91,229.95,0,16
REC,Department of Recreation,Facilities Division,F,54636.71,236.42,0,18
REC,Department of Recreation,Facilities Division,F,74631.24,0,0,21
REC,Department of Recreation,Aquatic Team Management,M,58354.22,0,0,21
REC,Department of Recreation,Aquatic Team Management,M,67543.62,438.39,0,21
REC,Department of Recreation,Youth Development Youth Services,M,74631.24,0,0,21
REC,Department of Recreation,Facilities Division,F,53972.66,0,0,18
REC,Department of Recreation,Facilities Division,F,60100.39,5341.99,0,21
REC,Department of Recreation,Facilities Division,F,69170.43,5936.21,0,21
REC,Department of Recreation,Facilities Division,M,39007.5,8195.43,0,18
REC,Department of Recreation,Youth Development Youth Services,M,77296.87,0,0,21
REC,Department of Recreation,Office of the Director,M,85026.56,0,0,23
REC,Department of Recreation,Countywide Programs,M,94837.3,0,0,23
REC,Department of Recreation,Facilities Division,M,90848,0,0,21
REC,Department of Recreation,Aquatic Team Management,M,47848,276.05,0,18
REC,Department of Recreation,Business Services,F,100534.77,0,0,25
REC,Department of Recreation,Facilities Division,M,74142.56,11308.73,0,21
REC,Department of Recreation,Youth Development Youth Services,F,68964.08,0,0,21
REC,Department of Recreation,Senior Programs,F,39786.96,0,0,18
REC,Department of Recreation,Countywide Programs,F,77896.17,0,0,21
REC,Department of Recreation,Office of the Director,F,142793.01,0,0,M2
REC,Department of Recreation,Youth Development Youth Services,M,67387.79,0,0,21
REC,Department of Recreation,Countywide Programs,F,85685.79,0,0,21
REC,Department of Recreation,Business Services,F,65431.95,377.5,0,18
REC,Department of Recreation,Facilities Division,F,82069.19,0,0,21
REC,Department of Recreation,Senior Programs,F,91806.21,0,0,23
REC,Department of Recreation,Facilities Division,M,54636.71,0,0,18
REC,Department of Recreation,Youth Development Youth Services,F,100627.25,0,0,M3
REC,Department of Recreation,Senior Programs,F,94390,0,0,M3
REC,Department of Recreation,Facilities Division,F,61615.21,0,0,21
REC,Department of Recreation,Facilities Division,M,53049.28,12978.9,0,18
REC,Department of Recreation,Countywide Programs,M,72970.67,6209.7,0,21
REC,Department of Recreation,Facilities Division,F,53049.28,4724.83,0,18
REC,Department of Recreation,Youth Development Youth Services,F,69170.43,0,0,21
REC,Department of Recreation,Countywide Programs,F,100005.87,0,0,M3
REC,Department of Recreation,Facilities Division,F,51255.35,0,0,18
REC,Department of Recreation,Information Technology,F,111930.22,0,0,28
REC,Department of Recreation,Information Technology,M,71204.77,0,0,20
REC,Department of Recreation,Facilities Division,F,53578.43,1622.84,0,18
REC,Department of Recreation,Information Technology,M,113497,0,0,M3
REC,Department of Recreation,Facilities Division,F,53049.28,5317.81,0,18
REC,Department of Recreation,Youth Development Youth Services,F,63562.86,0,0,21
REC,Department of Recreation,Aquatic Team Management,F,58354.22,18.49,0,21
REC,Department of Recreation,Information Technology,M,77048.49,0,0,19
REC,Department of Recreation,Youth Development Youth Services,F,77254.9,0,0,21
REC,Department of Recreation,Facilities Division,M,74072.62,0,0,21
REC,Department of Recreation,Senior Programs,F,74631.24,0,0,21
REC,Department of Recreation,Countywide Programs,M,76665.16,0,0,21
REC,Department of Recreation,Aquatic Team Management,M,59369.93,0,0,21
REC,Department of Recreation,Youth Development Youth Services,F,71852,0,0,16
REC,Department of Recreation,Business Services,M,47622.94,154.57,0,14
REC,Department of Recreation,Youth Development Youth Services,F,59256.98,0,0,18
REC,Department of Recreation,Youth Development Youth Services,M,90848,0,0,21
REC,Department of Recreation,Senior Programs,F,74072.62,0,0,21
REC,Department of Recreation,Countywide Programs,M,25940.97,0,0,18
REC,Department of Recreation,Facilities Division,F,35878.5,0,0,18
REC,Department of Recreation,Facilities Division,F,63525.83,13411.79,0,21
REC,Department of Recreation,Facilities Division,F,54512.39,9041.79,0,18
REC,Department of Recreation,Business Services,F,43157.68,140.09,0,14
REC,Department of Recreation,Youth Development Youth Services,F,56992.11,0,0,21
REC,Department of Recreation,Facilities Division,F,36868.28,0,0,18
REC,Department of Recreation,Facilities Division,F,52668.98,0,0,18
REC,Department of Recreation,Facilities Division,M,38441.51,13916.61,0,18
REC,Department of Recreation,Office of the Director,F,63066.94,0,0,20
REC,Department of Recreation,Senior Programs,M,63000,0,0,21
REC,Department of Recreation,Youth Development Youth Services,M,56870.26,4203.85,0,21
REC,Department of Recreation,Office of the Director,F,63006.56,0,0,18
REC,Department of Recreation,Neighborhood Senior Centers - Southern,F,56870.26,0,0,21
REC,Department of Recreation,Office of the Director,F,67500,0,0,18
SHF,Sheriff's Office,Administration,F,99852,0,0,23
SHF,Sheriff's Office,Administration,M,149391.12,0,0,0
SHF,Sheriff's Office,Administration,F,164908.8,0,0,0
SHF,Sheriff's Office,Administration,F,78902,0,1639.44,18
SHF,Sheriff's Office,Administration,M,103955,9504.36,6571.8,D1
SHF,Sheriff's Office,Administration,M,170415.71,0,0,0
SHF,Sheriff's Office,Sheriff Domestic Violence,M,94505,7775.81,0,G4
